start	end	text
1570980	1573640	to completely dark environments
1573640	1576760	for a continuous six to eight hours
1576760	1579620	within every 24 hours circadian cycle
1579620	1583040	is correlated with much better mental health outcomes.
1583040	1585720	In other words, we shouldn't just think about
1585720	1588080	the presence of light in the morning
1588080	1590040	and throughout the day as positive for mental health.
1590040	1592160	That's all true, it's absolutely true.
1592160	1593800	And this study further verifies that,
1593800	1595280	but that's been known for some time,
1595280	1598200	indeed decades from the scientific research.
1598200	1600420	And of course it's been known for thousands of years
1600420	1602080	intuitively and subjectively
1602080	1605380	without detailed scientific measurement.
1605380	1606880	But in addition to that,
1606880	1611160	this study shows that people who stay in very dim
1611160	1615560	to dark environments for eight hours every 24 hours,
1615560	1617920	or I should say approximately eight hours
1617920	1619900	in every 24 hour cycle,
1619900	1623080	they benefit from improved mood and mental health outcomes
1623080	1625740	in a way that's independent of how much light they're getting
1625740	1629300	and independent of how much sleep they are getting.
1629300	1631320	The point is this, the time when you wake up,
1631320	1633160	consider that time zero.
1633160	1634720	And then about, again,
1634720	1636500	you don't have to be super strict about this,
1636500	1640720	about 16 to 24 hours after that wake up time,
1640720	1643340	you should be in a very dim to dark environment
1643340	1648340	for that 16 hour to 24 hour period after waking up, okay?
1648640	1649760	What do I mean by this?
1649760	1651940	I mean, if you go to sleep at 10 PM
1651940	1654120	and you wake up at 6 AM,
1654120	1657460	well that 10 PM to 6 AM phase of your circadian cycle,
1657460	1659280	you should be in very dim light
1659280	1662180	or entirely dark environment.
1662180	1664320	This is a great opportunity to reference another study
1664320	1666120	which was published in the proceedings
1666120	1667440	of the National Academy of Sciences,
1667440	1669840	which shows that even having a small amount
1669840	1672920	of light in the room, which isn't even that bright,
1672920	1675000	while you're sleeping with eyes closed
1675000	1677800	can disrupt morning glucose levels.
1677800	1681520	So in other words, keep your sleeping environment dark,
1681520	1683440	keep your nighttime environment dim
1683440	1685960	to the best of your abilities, right?
1685960	1687960	Certainly go out to dinner every once in a while,
1687960	1690780	go to the movies, go out and have a party, enjoy yourself.
1690780	1692520	If you have to go to the hospital, God forbid,
1692520	1695040	or you have to tend to some emergency, do that.
1695040	1697200	But to the extent that you can control it
1697200	1700360	within the confines of life and its demands,
1700360	1703760	keep your nighttime environment dim or dark
1703760	1706320	because that independently of any sunlight
1706320	1707680	and other bright light that you're viewing
1707680	1709500	during the daytime and afternoon
1709500	1713460	is going to positively improve your mood and mental health.
1713460	1714920	Now moving on to the other pillars
1714920	1717280	and these I'm going to move through a bit more quickly
1717280	1718440	than I have the previous two
1718440	1720940	because we've done entire series on these,
1720940	1723480	or I should say seriesies, seriesies?
1723480	1724320	Is that how you pronounce it?
1724320	1726160	Someone put the plural of seriesies
1726160	1729440	in the comments on YouTube.
1729440	1730920	The third pillar is movement.
1730920	1733320	And when I say movement, I mean exercise.
1733320	1736460	As you all know, we should all strive to get anywhere
1736460	1741060	from 180 to 220 minutes of zone two cardio per week.
1741060	1744520	That's movement that allows you to hold a conversation,
1744520	1747200	but were you to do it more intensely,
1747200	1748400	or even a bit more intensely,
1748400	1750080	you wouldn't be able to hold that conversation.
1750080	1752280	In addition, we should do some VO2 max work.
1752280	1754200	We should get our heart rate very high
1754200	1755320	at least once a week,
1755320	1756920	doing some sort of movement that's safe for you.
1756920	1759160	So that could be running or cycling or swimming
1759160	1760960	or Pilates, whatever it is for you,
1760960	1764280	getting your heart rate way, way up is also important.
1764280	1765880	And to do that at least once a week,
1765880	1768400	but daily movement, either cardiovascular training
1768400	1769520	or resistance training.
1769520	1771840	And it's very, very clear that we need both,
1771840	1773180	maybe not on the same days.
1773180	1775360	In fact, I split them to separate days.
1775360	1779200	Resistance training done for anywhere from six to 10 sets
1779200	1782280	per muscle group, either close to or to failure.
1782280	1784080	This could be with weights, it could be with bands,
1784080	1785360	it could be with machines.
1785360	1788800	All of that was covered in detail in the podcast series
1788800	1791880	that I did with Dr. Andy Galpin, an exercise physiologist
1791880	1793180	who's expert in all those areas.
1793180	1796900	I also did an episode on a foundational fitness protocol
1796900	1801360	that has been distilled into a very simple three page PDF
1801360	1803440	that you can get for completely zero cost
1803440	1805000	by going to hubermanlab.com
1805000	1807120	and just put foundational fitness protocol PDF
1807120	1808600	and you'll be taken to that toolkit.
1808600	1811960	So all of the details of a weekly exercise routine
1811960	1815800	that involves daily movement, but also certainly in my case
1815800	1818560	includes at least one full day of rest per week,
1818560	1820580	because many people do indeed need one,
1820580	1823040	maybe even two full days of rest per week.
1823040	1825280	So that highlights the third pillar movement,
